20	260	210	330
230	260	420	330
440	260	640	330
10	450	100	590
120	450	210	590
230	450	320	590
340	450	430	590
450	450	540	590
560	450	650	590  
20	610	210	700
230	610	420	700
440	610	640	700   
0	820	90	1010
110 	820	200	1010
220	820	310	1010
330	820	420	1010
440	820	530	1010
550	820	640	1010
