10	10	65	120
85	10	140	120
160	10	215	120
235	10	290	120
310	10	365	120
385	10	440	120
460	10	515	120
535	10	590	120
610	10	665	120
685	10	740	120
760	10	815	120
835	10	890	120
30	230	140	300
170	280	300	360
380	330	500	380
530	330	650	380
660	210	720	320
740	210	800	320
820	210	880	320
900	210	960	320
0	360	100	450
160	430	260	500
310	460	440	510
490	460	620	510
650	470	770	520
